,cluster
2018-08-06 17:20:00,2
2018-08-07 01:15:00,1
2018-08-12 15:30:00,0
2018-08-12 15:35:00,1
2018-08-12 16:15:00,1
2018-08-12 16:20:00,1
2018-08-12 16:25:00,0
2018-08-12 16:30:00,0
2018-08-12 16:35:00,1
2018-08-12 16:40:00,0
2018-08-12 16:45:00,0
2018-08-12 16:50:00,0
2018-08-12 16:55:00,2
2018-08-12 17:00:00,2
2018-08-13 22:55:00,3
2018-08-14 06:50:00,3
2018-08-14 11:30:00,3
2018-08-14 11:40:00,3
2018-08-14 11:45:00,3
2018-08-14 11:50:00,3
2018-08-14 12:05:00,3
2018-08-14 12:10:00,2
2018-08-14 12:15:00,3
2018-08-15 07:35:00,3
2018-08-16 04:05:00,2
2018-08-16 04:15:00,3
2018-08-16 04:20:00,2
2018-08-16 04:25:00,3
2018-08-16 04:30:00,3
2018-08-16 04:35:00,3
2018-08-16 04:40:00,3
2018-08-16 04:45:00,3
2018-08-16 04:50:00,3
2018-08-16 05:05:00,3
2018-08-16 06:20:00,3
2018-08-16 06:35:00,3
2018-08-16 06:40:00,3
2018-08-16 06:45:00,3
2018-08-17 05:00:00,2
2018-08-17 11:30:00,3
2018-08-19 14:50:00,3
2018-08-20 17:30:00,2
2018-08-21 05:50:00,2
2018-08-21 06:50:00,2
2018-08-21 07:00:00,2
2018-08-21 07:05:00,2
2018-08-21 07:30:00,2
2018-08-21 07:45:00,2
2018-08-21 08:00:00,3
2018-08-21 12:10:00,1
2018-08-21 12:35:00,0
2018-08-21 12:40:00,2
2018-08-21 12:45:00,1
2018-08-21 12:50:00,1
2018-08-21 12:55:00,2
2018-08-21 14:05:00,3
2018-08-21 14:10:00,3
2018-08-21 14:15:00,2
2018-08-22 18:10:00,2
2018-08-22 19:00:00,0
2018-08-22 19:20:00,2
2018-08-23 01:25:00,3
2018-08-23 02:05:00,3
2018-08-23 02:10:00,3
2018-08-23 02:15:00,3
2018-08-23 09:50:00,3
2018-08-23 12:30:00,3
2018-08-23 12:55:00,2
2018-08-23 13:10:00,2
2018-08-23 13:20:00,2
2018-08-23 13:30:00,3
2018-08-23 13:40:00,3
2018-08-23 13:45:00,3
2018-08-23 13:55:00,2
2018-08-23 14:10:00,2
2018-08-23 14:30:00,2
2018-08-23 14:35:00,3
2018-08-23 14:45:00,2
2018-08-23 15:00:00,2
2018-08-23 15:30:00,3
2018-08-23 15:40:00,3
2018-08-23 15:45:00,3
2018-08-23 17:00:00,3
2018-08-23 18:10:00,3
2018-08-24 22:35:00,1
2018-08-24 22:40:00,1
2018-08-24 22:45:00,2
2018-08-24 22:50:00,2
2018-08-24 22:55:00,2
2018-08-24 23:00:00,2
2018-08-25 05:00:00,3
2018-08-25 14:35:00,3
2018-08-25 22:25:00,3
2018-08-26 14:15:00,3
2018-08-26 16:55:00,3
2018-08-26 18:05:00,3
2018-08-27 01:15:00,3
2018-08-28 03:40:00,3
2018-08-28 05:45:00,3
2018-08-28 07:30:00,3
2018-08-28 10:45:00,3
2018-08-28 10:50:00,3
2018-08-28 10:55:00,3
2018-08-28 11:00:00,3
2018-08-28 11:05:00,3
2018-08-28 11:40:00,3
2018-08-28 19:45:00,3
2018-08-28 22:05:00,2
2018-08-29 01:05:00,1
2018-09-02 23:15:00,1
2018-09-02 23:20:00,0
2018-09-02 23:25:00,0
2018-09-03 00:00:00,0
2018-09-03 00:20:00,0
2018-09-03 00:25:00,0
2018-09-03 00:30:00,0
2018-09-03 00:35:00,0
2018-09-03 00:40:00,0
2018-09-03 00:45:00,0
2018-09-03 00:50:00,1
2018-09-03 01:00:00,1
2018-09-03 01:05:00,1
2018-09-03 01:10:00,1
2018-09-03 01:15:00,1
2018-09-03 01:20:00,1
2018-09-03 01:30:00,1
2018-09-03 01:50:00,0
2018-09-03 01:55:00,1
2018-09-03 02:00:00,1
2018-09-03 02:10:00,0
2018-09-03 02:20:00,2
2018-09-03 02:25:00,2
2018-09-03 02:30:00,2
2018-09-03 03:10:00,2
2018-09-03 07:20:00,2
2018-09-04 10:00:00,3
2018-09-04 10:05:00,3
2018-09-04 21:45:00,3
2018-09-06 15:05:00,2
2018-09-06 15:45:00,3
2018-09-06 16:00:00,2
2018-09-06 23:45:00,3
2018-09-06 23:50:00,3
2018-09-07 01:10:00,2
2018-09-11 18:20:00,3
2018-09-11 18:45:00,3
2018-09-13 21:35:00,3
2018-09-14 21:10:00,3
2018-09-15 03:45:00,3
2018-09-15 08:40:00,0
2018-09-17 16:55:00,1
2018-09-17 17:00:00,1
2018-09-17 17:05:00,1
2018-09-17 17:10:00,1
2018-09-17 17:15:00,1
2018-09-17 17:20:00,1
2018-09-17 17:25:00,2
2018-09-17 17:30:00,2
2018-09-17 17:40:00,0
2018-09-17 17:45:00,2
2018-09-17 17:50:00,0
2018-09-17 17:55:00,1
2018-09-17 18:00:00,1
2018-09-17 18:05:00,1
2018-09-17 18:10:00,2
2018-09-17 18:20:00,2
2018-09-17 18:35:00,1
2018-09-17 18:45:00,2
2018-09-17 18:50:00,2
2018-09-17 18:55:00,2
2018-09-17 19:00:00,1
2018-09-17 19:05:00,1
2018-09-17 19:10:00,2
2018-09-17 19:25:00,2
2018-09-17 19:30:00,2
2018-09-17 19:35:00,2
2018-09-19 06:30:00,2
2018-09-22 10:05:00,0
2018-09-22 10:10:00,0
2018-09-22 10:15:00,0
2018-09-25 13:25:00,2
2018-09-25 13:35:00,2
2018-09-25 13:40:00,2
2018-09-25 13:45:00,2
2018-09-25 13:50:00,2
2018-09-25 13:55:00,2
2018-09-25 14:00:00,2
2018-09-25 14:05:00,2
2018-09-25 14:10:00,1
2018-09-25 14:15:00,1
2018-09-25 14:20:00,1
2018-09-25 14:25:00,1
2018-09-25 14:30:00,1
2018-09-25 14:35:00,1
2018-09-25 14:40:00,1
2018-09-25 14:45:00,1
2018-09-25 14:50:00,1
2018-09-25 14:55:00,2
2018-09-25 15:05:00,1
2018-09-25 15:10:00,2
2018-09-25 15:15:00,1
2018-09-25 15:20:00,1
2018-10-18 10:45:00,1
2018-10-18 10:50:00,0
2018-10-18 11:05:00,1
2018-10-18 11:10:00,1
2018-10-18 11:40:00,0
2018-10-18 11:45:00,0
2018-10-18 11:50:00,0
2018-10-18 11:55:00,0
2018-10-18 12:00:00,0
2018-10-18 12:05:00,0
2018-10-18 12:10:00,0
2018-10-18 12:15:00,0
2018-10-18 12:20:00,0
2018-10-18 12:25:00,0
2018-10-18 12:30:00,0
2018-10-18 12:35:00,0
2018-10-18 12:40:00,0
2018-10-18 12:45:00,0
2018-10-18 12:50:00,0
2018-10-18 12:55:00,0
2018-10-18 13:00:00,0
2018-10-18 13:05:00,0
2018-10-18 13:10:00,0
2018-10-18 13:15:00,1
2018-10-18 13:20:00,0
2018-10-18 13:25:00,0
2018-10-18 13:30:00,0
2018-10-18 13:35:00,0
2018-10-18 13:40:00,0
2018-10-18 13:45:00,0
2018-10-18 13:50:00,0
2018-10-18 13:55:00,0
2018-10-18 14:00:00,0
2018-10-18 14:05:00,0
2018-10-18 14:10:00,0
2018-10-18 14:15:00,0
2018-10-18 14:25:00,0
2018-10-18 14:30:00,0
2018-10-18 14:35:00,0
2018-10-18 14:40:00,0
2018-10-18 14:45:00,0
2018-10-18 14:50:00,0
2018-10-18 14:55:00,0
2018-10-18 15:00:00,0
2018-10-18 15:05:00,0
2018-10-18 15:10:00,0
2018-10-18 15:20:00,0
2018-10-18 15:25:00,0
2018-10-18 15:30:00,0
2018-10-18 15:35:00,0
2018-10-18 15:40:00,0
2018-10-18 15:45:00,0
2018-10-18 15:50:00,0
2018-10-18 15:55:00,0
2018-10-18 16:00:00,0
2018-10-18 16:05:00,0
2018-10-18 16:10:00,0
2018-10-18 16:15:00,0
2018-10-18 16:20:00,0
2018-10-18 16:25:00,0
2018-10-18 16:30:00,0
2018-10-18 16:35:00,0
2018-10-18 16:40:00,0
2018-10-18 16:45:00,0
2018-10-18 16:50:00,1
2018-10-18 16:55:00,0
2018-10-18 17:00:00,0
2018-10-18 17:05:00,0
2018-10-18 17:10:00,0
2018-10-18 17:15:00,0
2018-10-18 17:20:00,0
2018-10-18 17:25:00,0
2018-10-18 17:30:00,0
2018-10-18 17:35:00,0
2018-10-18 17:40:00,0
2018-10-18 17:45:00,0
2018-10-18 17:55:00,0
2018-10-18 18:00:00,0
2018-10-18 18:05:00,0
2018-10-18 18:10:00,0
2018-10-18 18:15:00,0
2018-10-18 18:20:00,0
2018-10-18 18:25:00,0
2018-10-18 18:30:00,0
2018-10-18 18:35:00,0
2018-10-18 18:40:00,0
2018-10-18 18:45:00,0
2018-10-18 18:50:00,0
2018-10-18 18:55:00,0
2018-10-18 19:00:00,0
2018-10-18 19:05:00,0
2018-10-18 19:10:00,0
2018-10-18 19:15:00,0
2018-10-18 19:20:00,0
2018-10-18 19:25:00,0
2018-10-18 19:50:00,1
2018-10-18 19:55:00,0
2018-10-18 20:05:00,0
2018-10-18 20:10:00,0
2018-10-18 20:15:00,0
2018-10-18 20:55:00,2
2018-10-18 21:15:00,2
2018-10-18 21:35:00,2
2018-10-18 22:15:00,2
2018-10-18 22:35:00,2
2018-10-18 22:45:00,2
2018-10-18 22:50:00,2
2018-10-18 22:55:00,2
2018-10-18 23:00:00,2
2018-10-18 23:25:00,2
2018-10-18 23:40:00,2
2018-10-19 00:15:00,2
2018-10-19 00:20:00,2
2018-10-19 00:40:00,2
2018-10-19 00:55:00,2
2018-10-19 01:10:00,2
2018-10-19 04:00:00,2
2018-10-19 04:30:00,2
2018-10-22 19:15:00,1
2018-10-22 19:25:00,1
2018-10-22 19:30:00,2
2018-10-22 19:45:00,2
2018-10-22 19:50:00,2
2018-10-23 10:15:00,1
2018-10-23 15:30:00,1
2018-10-23 15:35:00,1
2018-10-23 15:40:00,1
2018-10-23 15:45:00,1
2018-10-23 16:15:00,1
2018-10-23 16:20:00,2
2018-10-23 16:25:00,2
2018-10-23 16:30:00,2
2018-10-23 16:35:00,2
2018-10-23 16:55:00,0
2018-10-23 17:05:00,0
2018-10-23 17:10:00,0
2018-10-23 17:30:00,2
2018-10-25 17:00:00,1
2018-10-25 17:30:00,1
2018-10-25 17:35:00,1
2018-10-25 17:40:00,1
2018-10-25 17:45:00,1
2018-10-25 17:50:00,1
2018-10-25 17:55:00,2
2018-10-25 18:00:00,2
2018-10-25 18:05:00,2
2018-10-26 10:40:00,1
2018-10-26 16:35:00,1
2018-10-26 16:45:00,1
2018-10-26 16:50:00,1
2018-10-27 10:55:00,3
2018-10-27 22:35:00,2
2018-10-27 22:40:00,2
2018-10-27 22:50:00,2
2018-10-27 23:25:00,2
2018-10-28 00:05:00,2
2018-11-03 23:35:00,3
2018-11-03 23:40:00,0
2018-11-03 23:50:00,0
2018-11-03 23:55:00,0
2018-11-04 00:00:00,0
2018-11-04 00:05:00,0
2018-11-05 11:20:00,1
2018-11-05 11:25:00,1
2018-11-05 11:30:00,1
2018-11-05 11:35:00,1
2018-11-05 11:40:00,1
2018-11-05 11:45:00,1
2018-11-05 11:50:00,1
2018-11-05 11:55:00,1
2018-11-05 12:00:00,1
2018-11-05 12:05:00,1
2018-11-05 12:10:00,2
2018-11-05 12:15:00,2
2018-11-05 12:20:00,2
2018-11-05 12:25:00,2
2018-11-05 12:30:00,1
2018-11-05 12:35:00,1
2018-11-05 12:40:00,1
2018-11-05 12:45:00,2
2018-11-05 12:50:00,2
2018-11-05 12:55:00,2
2018-11-05 13:00:00,2
2018-11-05 13:05:00,2
2018-11-05 13:10:00,2
2018-11-05 13:15:00,2
2018-11-05 13:20:00,2
2018-11-05 13:25:00,2
2018-11-05 13:30:00,2
2018-11-05 13:35:00,2
2018-11-05 13:40:00,2
2018-11-05 13:45:00,2
2018-11-05 13:55:00,2
2018-11-05 14:00:00,1
2018-11-05 14:05:00,1
2018-11-05 14:10:00,1
2018-11-05 14:15:00,1
2018-11-05 14:20:00,2
2018-11-05 14:25:00,2
2018-11-05 14:45:00,2
2018-11-06 06:10:00,1
2018-11-06 06:15:00,1
2018-11-06 06:20:00,0
2018-11-06 06:25:00,2
2018-11-06 06:45:00,2
2018-11-08 13:25:00,2
2018-11-08 23:45:00,3
2018-11-09 04:55:00,3
2018-11-13 14:50:00,1
2018-11-13 15:00:00,1
2018-11-13 17:45:00,1
2018-11-13 17:50:00,2
2018-11-13 18:05:00,2
2018-11-17 09:55:00,3
2018-11-17 19:10:00,3
2018-11-17 19:15:00,3
2018-11-19 09:25:00,3
2018-11-20 15:20:00,2
2018-11-20 15:35:00,2
2018-11-20 15:45:00,2
2018-11-20 15:55:00,2
2018-11-20 16:00:00,2
2018-11-20 16:15:00,2
2018-11-20 16:25:00,2
2018-11-20 17:10:00,2
2018-11-20 17:15:00,2
2018-11-20 17:35:00,2
2018-11-20 17:45:00,2
2018-11-20 18:00:00,2
2018-11-20 18:05:00,2
2018-11-20 18:15:00,2
2018-11-20 18:25:00,2
2018-11-20 19:05:00,2
2018-11-20 19:10:00,2
2018-11-20 19:25:00,2
2018-11-20 19:40:00,2
2018-11-20 19:55:00,2
2018-11-20 20:00:00,2
2018-11-20 20:20:00,2
2018-11-20 20:25:00,2
2018-11-20 20:40:00,2
2018-11-20 20:45:00,2
2018-11-20 21:05:00,2
2018-11-20 21:20:00,2
2018-11-20 21:30:00,2
2018-11-20 21:40:00,2
2018-11-20 21:45:00,2
2018-11-20 22:00:00,2
2018-11-20 22:15:00,2
2018-11-24 13:40:00,3
2018-11-26 20:40:00,3
2018-11-30 06:55:00,1
2018-11-30 07:00:00,1
2018-11-30 07:05:00,1
2018-11-30 07:10:00,1
2018-11-30 07:15:00,1
2018-11-30 07:20:00,0
2018-11-30 07:25:00,1
2018-11-30 07:30:00,1
2018-11-30 07:35:00,1
2018-11-30 07:40:00,0
2018-11-30 07:45:00,1
2018-11-30 07:50:00,0
2018-11-30 07:55:00,0
2018-11-30 08:00:00,0
2018-11-30 08:05:00,1
2018-11-30 08:10:00,0
2018-11-30 08:15:00,0
2018-11-30 08:20:00,1
2018-11-30 08:25:00,1
2018-11-30 08:30:00,1
2018-11-30 08:35:00,2
2018-11-30 08:40:00,2
2018-11-30 08:45:00,0
2018-11-30 08:50:00,1
2018-11-30 08:55:00,2
2018-11-30 09:00:00,2
2018-11-30 09:15:00,2
2018-11-30 09:20:00,2
2018-11-30 09:25:00,2
2018-11-30 09:40:00,2
2018-12-05 22:45:00,1
2018-12-05 22:50:00,1
2018-12-07 06:10:00,1
2018-12-07 06:15:00,1
2018-12-07 06:20:00,1
2018-12-07 06:25:00,1
2018-12-07 06:30:00,1
2018-12-07 06:35:00,1
2018-12-07 06:40:00,1
2018-12-07 06:45:00,1
2018-12-07 06:50:00,1
2018-12-07 06:55:00,1
2018-12-07 07:00:00,1
2018-12-07 07:05:00,1
2018-12-07 07:10:00,1
2018-12-07 07:15:00,1
2018-12-07 07:20:00,1
2018-12-07 07:25:00,1
2018-12-07 07:30:00,1
2018-12-07 07:35:00,1
2018-12-07 07:40:00,2
2018-12-07 07:45:00,2
2018-12-09 04:50:00,2
2018-12-09 04:55:00,1
2018-12-09 05:10:00,2
2018-12-09 05:15:00,2
2018-12-09 13:25:00,1
2018-12-09 23:00:00,1
2018-12-09 23:05:00,1
2018-12-09 23:15:00,2
2018-12-10 19:40:00,1
2018-12-10 19:45:00,0
2018-12-10 19:50:00,2
2018-12-10 20:25:00,2
2018-12-13 15:05:00,2
2018-12-13 19:40:00,0
2018-12-13 20:05:00,1
2018-12-13 20:10:00,0
2018-12-13 20:15:00,1
2018-12-13 20:25:00,2
2018-12-13 20:35:00,2
2018-12-13 20:40:00,2
2018-12-13 20:45:00,2
2018-12-21 04:00:00,2
2018-12-21 04:05:00,0
2018-12-21 04:10:00,1
2018-12-21 04:35:00,2
2018-12-22 10:20:00,1
2018-12-22 11:35:00,1
2018-12-22 11:45:00,0
2018-12-22 11:50:00,0
2018-12-22 12:00:00,2
2018-12-22 12:05:00,2
2018-12-22 12:10:00,2
2018-12-22 12:15:00,2
2018-12-22 12:20:00,2
2018-12-27 08:55:00,3
2019-01-03 10:00:00,0
2019-01-03 10:05:00,0
2019-01-03 10:10:00,0
2019-01-03 10:15:00,1
2019-01-03 10:20:00,2
2019-01-03 10:30:00,2
2019-01-03 10:35:00,2
2019-01-03 10:50:00,2
2019-01-03 10:55:00,2
2019-01-03 11:10:00,2
2019-01-03 11:15:00,2
2019-01-03 11:30:00,2
2019-01-03 11:35:00,2
2019-01-08 11:30:00,0
2019-01-08 11:35:00,0
2019-01-08 11:45:00,1
2019-01-08 12:30:00,2
2019-01-12 03:45:00,1
2019-01-12 05:30:00,1
2019-01-12 05:35:00,1
2019-01-12 05:40:00,0
2019-01-12 05:45:00,0
2019-01-12 05:50:00,0
2019-01-12 05:55:00,1
2019-01-12 06:00:00,0
2019-01-12 06:05:00,0
2019-01-12 06:40:00,2
2019-01-18 11:25:00,0
2019-01-18 12:15:00,1
2019-01-18 12:20:00,1
2019-01-18 12:25:00,1
2019-01-18 12:30:00,2
2019-01-18 13:00:00,2
2019-01-18 13:05:00,2
2019-01-21 21:50:00,2
2019-01-23 11:40:00,1
2019-01-23 11:45:00,1
2019-01-23 11:50:00,2
2019-01-23 11:55:00,2
2019-01-23 12:00:00,2
2019-01-23 12:05:00,2
2019-02-01 03:30:00,1
2019-02-01 03:35:00,2
2019-02-01 04:00:00,2
2019-02-01 05:05:00,2
2019-02-01 05:10:00,1
2019-02-01 05:15:00,1
2019-02-01 05:20:00,1
2019-02-01 05:25:00,2
2019-02-01 05:30:00,2
2019-02-01 05:35:00,2
2019-02-01 05:40:00,2
2019-02-01 10:30:00,1
2019-02-01 11:55:00,0
2019-02-01 12:00:00,0
2019-02-01 12:05:00,0
2019-02-01 12:10:00,0
2019-02-01 12:15:00,0
2019-02-01 12:20:00,0
2019-02-01 12:25:00,0
2019-02-01 12:30:00,0
2019-02-01 12:35:00,0
2019-02-01 12:40:00,0
2019-02-01 12:45:00,0
2019-02-01 12:50:00,1
2019-02-01 13:00:00,1
2019-02-01 13:05:00,0
2019-02-01 13:10:00,0
2019-02-01 13:15:00,1
2019-02-04 17:40:00,1
2019-02-04 17:45:00,0
2019-02-04 17:50:00,1
2019-02-05 02:55:00,1
2019-02-05 03:00:00,0
2019-02-05 03:05:00,0
2019-02-07 23:50:00,2
2019-02-07 23:55:00,0
2019-02-08 00:00:00,0
2019-02-08 00:10:00,2
2019-02-08 00:20:00,2
2019-02-08 00:35:00,2
2019-02-11 09:30:00,3
2019-02-11 18:10:00,1
2019-02-11 18:30:00,1
2019-02-11 18:50:00,1
2019-02-11 18:55:00,1
2019-02-11 19:00:00,1
2019-02-11 19:05:00,1
2019-02-11 19:10:00,1
2019-02-11 19:15:00,1
2019-02-11 19:20:00,1
2019-02-11 19:25:00,1
2019-02-11 19:30:00,2
2019-02-11 19:35:00,2
2019-02-11 19:40:00,2
2019-02-11 19:50:00,2
2019-02-11 20:00:00,2
2019-02-11 20:05:00,2
2019-02-11 20:15:00,2
2019-02-12 08:35:00,1
2019-02-12 08:40:00,1
2019-02-12 08:45:00,1
2019-02-12 08:50:00,1
2019-02-17 05:45:00,2
2019-02-17 07:25:00,2
2019-02-17 08:05:00,2
2019-02-17 08:50:00,2
2019-02-17 10:05:00,1
2019-02-17 11:50:00,0
2019-02-17 11:55:00,0
2019-02-17 12:00:00,0
2019-02-17 16:15:00,2
2019-02-25 15:20:00,1
2019-02-25 15:25:00,1
2019-02-25 15:30:00,1
2019-02-25 16:00:00,1
2019-02-25 16:05:00,1
2019-02-25 16:35:00,1
2019-02-25 16:40:00,1
2019-02-25 16:45:00,1
2019-02-25 16:50:00,1
2019-02-25 16:55:00,1
2019-02-25 17:00:00,2
2019-03-08 21:25:00,3
2019-03-09 05:00:00,2
2019-03-09 05:10:00,2
2019-03-09 05:15:00,2
2019-03-09 05:20:00,2
2019-03-09 05:30:00,2
2019-03-09 05:35:00,2
2019-03-09 05:40:00,1
2019-03-09 05:45:00,1
2019-03-17 20:20:00,1
2019-03-17 20:25:00,1
2019-03-17 20:30:00,1
2019-03-17 20:35:00,1
2019-03-17 20:40:00,1
2019-03-17 20:45:00,1
2019-03-17 20:50:00,2
2019-03-17 20:55:00,1
2019-03-17 21:00:00,2
2019-03-17 21:05:00,2
2019-03-18 15:40:00,1
2019-03-18 15:45:00,1
2019-03-18 15:50:00,2
2019-03-18 15:55:00,2
2019-03-18 16:10:00,2
2019-03-18 16:15:00,2
2019-03-18 16:35:00,2
2019-03-18 17:00:00,2
2019-03-21 14:05:00,3
2019-03-21 14:45:00,3
2019-03-21 15:50:00,3
2019-03-21 15:55:00,3
2019-03-21 16:05:00,3
2019-03-21 17:20:00,3
2019-03-21 20:50:00,3
2019-03-21 22:10:00,3
2019-03-22 21:40:00,3
2019-03-22 22:15:00,3
2019-03-22 22:20:00,3
2019-03-23 02:35:00,2
2019-03-23 02:40:00,1
2019-03-23 02:45:00,1
2019-03-23 02:55:00,2
2019-03-23 03:25:00,2
2019-03-23 03:30:00,2
2019-03-23 03:40:00,2
2019-03-24 06:05:00,3
2019-03-25 10:05:00,3
2019-03-25 14:40:00,3
2019-03-26 00:15:00,3
2019-03-26 16:15:00,3
2019-03-26 20:20:00,3
2019-03-26 21:45:00,3
2019-03-26 22:00:00,3
2019-03-26 22:50:00,3
2019-03-26 23:40:00,3
2019-03-27 10:10:00,3
2019-03-27 16:40:00,3
2019-03-27 19:15:00,3
2019-03-27 20:20:00,3
2019-03-27 20:35:00,3
2019-03-27 21:45:00,3
2019-03-27 22:05:00,3
2019-03-27 22:15:00,3
2019-03-27 22:20:00,3
2019-03-27 22:25:00,3
2019-03-27 22:35:00,3
2019-03-27 22:40:00,3
2019-03-27 23:05:00,3
2019-03-27 23:10:00,3
2019-03-27 23:15:00,3
2019-03-27 23:20:00,3
2019-03-27 23:40:00,3
2019-03-27 23:50:00,3
2019-03-27 23:55:00,3
2019-03-28 00:15:00,3
2019-03-28 00:20:00,3
2019-03-28 00:35:00,3
2019-03-28 00:45:00,3
2019-03-28 01:15:00,3
2019-03-28 01:20:00,3
2019-03-28 01:25:00,3
2019-03-28 01:30:00,3
2019-03-28 01:50:00,3
2019-03-28 04:40:00,3
2019-03-28 05:25:00,3
2019-03-28 05:30:00,3
2019-03-28 05:35:00,3
2019-03-28 05:55:00,3
2019-03-28 06:00:00,3
2019-03-28 06:05:00,3
2019-03-28 06:10:00,3
2019-03-28 06:15:00,3
2019-03-28 06:20:00,3
2019-03-28 07:40:00,3
2019-03-28 08:05:00,3
2019-03-28 08:10:00,3
2019-03-28 08:15:00,3
2019-03-28 08:25:00,3
2019-03-28 08:30:00,3
2019-03-28 08:35:00,3
2019-03-28 08:40:00,3
2019-03-28 08:45:00,3
2019-03-28 08:50:00,3
2019-03-28 08:55:00,3
2019-03-28 09:00:00,3
2019-03-28 11:50:00,3
2019-03-28 11:55:00,3
2019-03-28 12:15:00,3
2019-03-28 12:20:00,3
2019-03-28 13:35:00,3
2019-03-28 13:40:00,3
2019-03-28 14:50:00,3
2019-03-28 18:05:00,3
2019-03-28 18:10:00,3
2019-03-31 10:35:00,3
2019-03-31 11:25:00,3
2019-03-31 11:30:00,3
2019-03-31 15:50:00,3
2019-03-31 15:55:00,3
2019-03-31 16:00:00,3
2019-03-31 16:05:00,3
2019-04-01 01:35:00,3
2019-04-01 05:30:00,2
2019-04-01 06:05:00,2
2019-04-01 16:05:00,3
2019-04-01 16:10:00,3
2019-04-01 21:15:00,2
2019-04-04 14:50:00,1
2019-04-04 15:05:00,2
2019-04-04 15:10:00,2
2019-04-04 15:15:00,2
2019-04-04 15:25:00,0
2019-04-06 09:35:00,3
2019-04-07 16:35:00,1
2019-04-07 16:40:00,1
2019-04-07 16:45:00,1
2019-04-10 19:15:00,3
2019-04-11 05:35:00,3
2019-04-11 07:50:00,3
2019-04-11 08:15:00,3
2019-04-11 08:45:00,3
2019-04-11 09:35:00,3
2019-04-14 05:25:00,2
2019-04-14 16:00:00,2
2019-04-14 16:05:00,2
2019-04-14 17:40:00,2
2019-04-14 17:45:00,2
2019-04-14 17:50:00,2
2019-04-14 18:25:00,2
2019-04-14 18:30:00,2
2019-04-14 18:40:00,1
2019-04-14 18:45:00,2
2019-04-16 04:50:00,1
2019-04-16 04:55:00,1
2019-04-16 05:00:00,1
2019-04-16 05:05:00,1
2019-04-16 05:10:00,1
2019-04-16 05:35:00,2
2019-04-16 05:50:00,2
2019-04-16 06:00:00,2
2019-04-16 06:15:00,2
2019-04-16 06:30:00,2
2019-04-16 06:50:00,2
2019-04-16 06:55:00,2
2019-04-16 07:00:00,2
2019-04-16 07:05:00,2
2019-04-16 07:10:00,2
2019-04-16 07:15:00,2
2019-04-16 07:20:00,2
2019-04-16 07:25:00,2
2019-04-16 07:30:00,2
2019-04-16 07:40:00,2
2019-04-16 07:45:00,2
2019-04-16 08:00:00,2
2019-04-16 08:05:00,2
2019-04-16 08:10:00,2
2019-04-16 08:15:00,2
2019-04-16 08:25:00,2
2019-04-16 08:30:00,2
2019-04-16 08:35:00,2
2019-04-16 08:40:00,2
2019-04-16 08:45:00,2
2019-04-16 08:50:00,2
2019-04-16 08:55:00,2
2019-04-16 09:00:00,2
2019-04-16 09:05:00,2
2019-04-16 09:10:00,2
2019-04-16 09:15:00,2
2019-04-16 09:20:00,2
2019-04-16 09:25:00,2
2019-04-16 09:30:00,2
2019-04-16 09:35:00,2
2019-04-16 09:40:00,2
2019-04-16 10:00:00,2
2019-04-16 10:05:00,2
2019-04-16 10:10:00,2
2019-04-16 10:15:00,2
2019-04-16 10:20:00,2
2019-04-16 10:30:00,2
2019-04-16 10:35:00,2
2019-04-16 14:00:00,2
2019-04-16 14:05:00,2
2019-04-16 14:10:00,2
2019-04-16 14:15:00,2
2019-04-16 14:20:00,2
2019-04-16 14:25:00,2
2019-04-16 14:30:00,2
2019-04-18 18:15:00,2
2019-04-18 21:40:00,2
2019-04-18 22:00:00,2
2019-04-19 01:30:00,2
2019-04-19 03:50:00,2
2019-04-19 04:20:00,2
2019-04-19 04:45:00,2
2019-04-19 05:45:00,3
2019-04-19 05:50:00,3
2019-04-19 05:55:00,2
2019-04-19 06:00:00,2
2019-04-19 06:40:00,3
2019-04-19 06:45:00,3
2019-04-19 08:25:00,2
2019-04-19 11:20:00,2
2019-04-21 07:30:00,1
2019-04-21 07:35:00,1
2019-04-21 08:00:00,1
2019-04-21 08:05:00,1
2019-04-21 08:10:00,2
2019-04-27 22:10:00,3
2019-04-27 22:15:00,3
2019-04-28 00:35:00,3
2019-04-28 07:20:00,2
2019-04-28 18:30:00,3
2019-04-29 00:25:00,2
2019-04-29 10:50:00,3
2019-04-29 11:15:00,1
2019-04-30 12:15:00,1
2019-04-30 12:20:00,2
2019-04-30 13:05:00,2
2019-05-02 02:00:00,3
2019-05-04 10:00:00,0
2019-05-04 10:15:00,1
2019-05-04 10:20:00,1
2019-05-04 10:25:00,1
2019-05-04 10:30:00,1
2019-05-04 10:35:00,2
2019-05-04 10:40:00,2
2019-05-04 10:45:00,2
2019-05-04 10:50:00,2
2019-05-05 00:50:00,2
2019-05-14 03:25:00,1
2019-05-14 03:30:00,1
2019-05-14 04:05:00,0
2019-05-14 04:10:00,0
2019-05-14 04:15:00,0
2019-05-14 04:25:00,2
2019-05-14 04:30:00,2
2019-05-14 04:35:00,2
2019-05-14 09:15:00,1
2019-05-14 09:20:00,1
2019-05-14 09:25:00,2
2019-05-14 09:30:00,0
2019-05-14 09:35:00,2
2019-05-14 09:40:00,2
2019-05-14 10:25:00,2
2019-05-14 10:30:00,2
2019-05-14 10:45:00,2
2019-05-14 10:50:00,2
2019-05-14 10:55:00,2
2019-05-14 11:00:00,2
2019-05-14 11:05:00,2
